Protein,Gelsolin,>sp|P06396|GELS_HUMAN Gelsolin OS=Homo sapiens GN=GSN PE=1 SV=1;>tr|A0A0A0MS51|A0A0A0MS51_HUMAN Gelsolin OS=Homo sapiens GN=GSN PE=1 SV=1;>tr|A0A0A0MT01|A0A0A0MT01_HUMAN Gelsolin OS=Homo sapiens GN=GSN PE=1 SV=1;>sp|P06396-2|GELS_HUMAN Isoform 2 of Gelsoli,GSN,-0.042764011,65979,125370,,,120300,158380,144950,98273,119890,,38311,180970,108790,113760,158830,128640,188840,106270,64148,,181970,70663,209970,170270,88183,25829,17763,167740,136670,123440,135810,,27274,76771
Protein,Ubiquitin thioesterase OTUB1,>tr|J3KR44|J3KR44_HUMAN Ubiquitin thioesterase OTUB1 OS=Homo sapiens GN=OTUB1 PE=1 SV=2;>tr|F5H6Q1|F5H6Q1_HUMAN Ubiquitin thioesterase OTUB1 OS=Homo sapiens GN=OTUB1 PE=1 SV=1;>sp|Q96FW1|OTUB1_HUMAN Ubiquitin thioesterase OTUB1 OS=Homo sapiens GN=OTUB1 PE=,OTUB1,-0.043092057,49272,46073,,,27764,32695,51360,,44799,,40572,39962,51944,61336,61793,63474,67746,42928,,,30188,,51179,45367,38482,75052,50999,30395,,69379,43846,52280,54374,65053
Protein,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,>sp|Q93008-1|USP9X_HUMAN Isoform 2 of Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens GN=USP9X;>sp|Q93008|USP9X_HUMAN Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens GN=USP9X PE=1 SV=3,USP9X,-0.04489291,120890,100430,82566,202160,80032,48018,56128,113410,92280,84072,146790,112820,99538,134440,120600,174620,137370,131520,142870,124440,131060,120860,149500,109370,106250,288070,247650,146990,133830,146060,154770,219960,236950,95281
Protein,Plasma membrane calcium-transporting ATPase 1;Calcium-transporting ATPase,>sp|P20020-6|AT2B1_HUMAN Isoform K of Plasma membrane calcium-transporting ATPase 1 OS=Homo sapiens GN=ATP2B1;>sp|P20020-3|AT2B1_HUMAN Isoform B of Plasma membrane calcium-transporting ATPase 1 OS=Homo sapiens GN=ATP2B1;>sp|P20020-4|AT2B1_HUMAN Isoform C o,ATP2B1,-0.054474936,51117,49512,,,67538,68789,54845,,58921,92603,54723,61546,57909,,44497,40204,43660,,58625,,,,51467,52365,67764,46895,60041,58238,73996,51644,54035,50158,48233,78229
Protein,Tubulin-specific chaperone A,>tr|E5RIW3|E5RIW3_HUMAN Tubulin-specific chaperone A OS=Homo sapiens GN=TBCA PE=1 SV=1;>tr|E5RJD8|E5RJD8_HUMAN Tubulin-specific chaperone A OS=Homo sapiens GN=TBCA PE=1 SV=1;>sp|O75347|TBCA_HUMAN Tubulin-specific chaperone A OS=Homo sapiens GN=TBCA PE=1 SV,TBCA,-0.054723047,307550,166130,,,159370,199370,153560,279780,156760,208580,113130,84259,127360,146110,91795,262450,73316,91936,138230,202250,177670,163740,198570,149270,150540,213690,111560,134540,136980,271440,178430,134530,157920,175390
Protein,"Fumarate hydratase, mitochondrial",">sp|P07954-2|FUMH_HUMAN Isoform Cytoplasmic of Fumarate hydratase, mitochondrial OS=Homo sapiens GN=FH;>sp|P07954|FUMH_HUMAN Fumarate hydratase, mitochondrial OS=Homo sapiens GN=FH PE=1 SV=3",FH,-0.065323967,222630,202290,93110,248060,73752,119950,177060,180010,121280,127160,156570,116930,121700,190920,187200,214480,158030,102290,173210,,129110,141950,191660,247260,154380,211340,207140,124260,155940,186620,161020,135060,242210,154020
Protein,GTPase-activating protein and VPS9 domain-containing protein 1,>sp|Q14C86-4|GAPD1_HUMAN Isoform 4 of GTPase-activating protein and VPS9 domain-containing protein 1 OS=Homo sapiens GN=GAPVD1;>sp|Q14C86-5|GAPD1_HUMAN Isoform 5 of GTPase-activating protein and VPS9 domain-containing protein 1 OS=Homo sapiens GN=GAPVD1;>s,GAPVD1,-0.068354882,134230,79861,141240,347110,97635,110020,92732,164620,59045,105850,129740,134200,134230,168260,154700,206780,164530,145660,154820,,136660,,125120,160990,186440,564710,403480,210780,152140,184870,177490,363780,432550,159990
Protein,Cullin-2,>tr|A0A0A0MTN0|A0A0A0MTN0_HUMAN Cullin-2 OS=Homo sapiens GN=CUL2 PE=1 SV=1;>sp|Q13617|CUL2_HUMAN Cullin-2 OS=Homo sapiens GN=CUL2 PE=1 SV=2;>sp|Q13617-2|CUL2_HUMAN Isoform 2 of Cullin-2 OS=Homo sapiens GN=CUL2;>tr|Q5T2B5|Q5T2B5_HUMAN Cullin-2 OS=Homo sapie,CUL2,-0.072813082,64353,66783,,,,65141,54050,,,,83195,62525,64500,93945,98232,140660,71310,81284,94096,113060,89742,67738,82027,67356,84510,143530,106790,81939,99568,93908,89234,116080,115650,81282
Protein,Basal cell adhesion molecule,>tr|A0A087WXM8|A0A087WXM8_HUMAN Basal cell adhesion molecule OS=Homo sapiens GN=BCAM PE=1 SV=1;>sp|P50895|BCAM_HUMAN Basal cell adhesion molecule OS=Homo sapiens GN=BCAM PE=1 SV=2;>tr|K7ENU8|K7ENU8_HUMAN Basal cell adhesion molecule (Fragment) OS=Homo sapi,BCAM,-0.078350572,192810,172560,,118720,460730,335540,239300,364120,365380,415770,469730,362000,166110,199150,511430,475390,440770,480850,366180,307490,120820,188470,454450,323290,402170,424280,160090,154420,322050,270900,220020,270910,364620,610740
Protein,Elongation factor 2,>sp|P13639|EF2_HUMAN Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4,EEF2,-0.08186195,88874,67282,,,96867,147270,67819,95679,99105,107830,53855,45352,80557,106410,94260,69179,97338,49482,73569,63798,48871,40860,44403,94036,81520,53798,52747,61908,113930,90410,82497,26858,56319,85394
Protein,26S proteasome non-ATPase regulatory subunit 2,>sp|Q13200|PSMD2_HUMAN 26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens GN=PSMD2 PE=1 SV=3;>sp|Q13200-2|PSMD2_HUMAN Isoform 2 of 26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens GN=PSMD2;>sp|Q13200-3|PSMD2_HUMAN Isoform 3 of 26S,PSMD2,-0.083077937,332200,249460,288890,770890,212070,250000,270880,357190,326750,203490,312640,243800,270180,329440,252940,363660,301920,298440,347880,397690,368570,249380,350870,321020,304260,982860,740750,343580,273580,395010,377410,748190,619680,317980
Protein,Protein argonaute-2,>sp|Q9UKV8|AGO2_HUMAN Protein argonaute-2 OS=Homo sapiens GN=AGO2 PE=1 SV=3;>sp|Q9UKV8-2|AGO2_HUMAN Isoform 2 of Protein argonaute-2 OS=Homo sapiens GN=AGO2,AGO2,-0.092073286,3030400,1728600,1309100,1638900,2176500,1934000,2315500,2243500,1894800,1440200,2731900,1788200,1794600,1464600,1547700,1088900,1665400,1906600,2218200,2705900,1504400,2255900,2103600,1579200,2233700,1956300,2085300,1884300,2022500,1781500,1522200,2789000,2011600,2970900
Protein,Flavin reductase (NADPH),>sp|P30043|BLVRB_HUMAN Flavin reductase (NADPH) OS=Homo sapiens GN=BLVRB PE=1 SV=3;>tr|M0R192|M0R192_HUMAN Flavin reductase (NADPH) OS=Homo sapiens GN=BLVRB PE=1 SV=1,BLVRB,-0.093091363,8009100,4513500,3782100,3412800,3933600,5616400,5036400,5086200,241990,3820900,7417300,6057800,6812000,7439000,8227300,7814900,6951800,5679700,7756100,2080300,4954200,778540,5623400,6735000,6977100,7092700,5628900,4283500,4234500,7196200,5661700,5784700,6257800,5476300
Protein,Clusterin;Clusterin beta chain;Clusterin alpha chain,>sp|P10909-4|CLUS_HUMAN Isoform 4 of Clusterin OS=Homo sapiens GN=CLU;>sp|P10909|CLUS_HUMAN Clusterin OS=Homo sapiens GN=CLU PE=1 SV=1;>sp|P10909-5|CLUS_HUMAN Isoform 5 of Clusterin OS=Homo sapiens GN=CLU;>sp|P10909-2|CLUS_HUMAN Isoform 2 of Clusterin OS=H,CLU,-0.097826016,221500,312570,,,276070,312070,242920,173320,407900,131210,85391,353140,162320,128650,193400,171540,202760,148310,87690,134460,305740,313550,255070,188170,107970,35490,35602,305600,77794,103260,148850,37725,30198,135440
Protein,Protein diaphanous homolog 1,>sp|O60610-2|DIAP1_HUMAN Isoform 2 of Protein diaphanous homolog 1 OS=Homo sapiens GN=DIAPH1;>sp|O60610-3|DIAP1_HUMAN Isoform 3 of Protein diaphanous homolog 1 OS=Homo sapiens GN=DIAPH1;>sp|O60610|DIAP1_HUMAN Protein diaphanous homolog 1 OS=Homo sapiens GN,DIAPH1,-0.102168572,108990,67788,,,48379,90167,46161,71047,118420,,80236,60412,76097,124230,85295,114620,95801,106180,94973,56245,88405,57160,109210,78103,72487,180180,170370,110140,87961,99263,56409,99218,147690,91233
Protein,Importin-7,>sp|O95373|IPO7_HUMAN Importin-7 OS=Homo sapiens GN=IPO7 PE=1 SV=1,IPO7,-0.109940265,56678,59362,,,,39922,45352,,,,72356,53419,75505,84948,101870,,,,,,48281,64446,51125,54604,78896,131000,95925,55811,82696,84755,103910,105700,161020,70681
Protein,Ubiquitin carboxyl-terminal hydrolase 14;Ubiquitin carboxyl-terminal hydrolase,>sp|P54578-2|UBP14_HUMAN Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens GN=USP14;>sp|P54578|UBP14_HUMAN Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens GN=USP14 PE=1 SV=3;>tr|A6NJA2|A6NJA2_HUMAN Ubiquitin carboxyl-terminal h,USP14,-0.114444661,496570,263500,791010,,308520,472850,225570,617800,204840,369560,507410,425780,427530,641260,599690,725650,442840,470700,605880,738860,522850,390760,483260,504560,419270,597990,493330,510010,414560,569200,464270,393530,676170,442030
Protein,"2,3-cyclic-nucleotide 3-phosphodiesterase",">sp|P09543-2|CN37_HUMAN Isoform CNPI of 2,3-cyclic-nucleotide 3-phosphodiesterase OS=Homo sapiens GN=CNP;>sp|P09543|CN37_HUMAN 2,3-cyclic-nucleotide 3-phosphodiesterase OS=Homo sapiens GN=CNP PE=1 SV=2",CNP,-0.12128107,628880,675860,472040,659260,711870,481170,817000,797450,752830,536020,950220,728330,766770,908600,618780,475120,763530,711530,1124200,574140,397160,506550,972580,666940,589000,629490,689420,529700,756240,540690,514200,768440,497040,782680
Protein,Hemoglobin subunit alpha,>sp|P69905|HBA_HUMAN Hemoglobin subunit alpha OS=Homo sapiens GN=HBA1 PE=1 SV=2,HBA1,-0.142793197,310450000,245980000,1531700000,286710000,552690000,540160000,234310000,542960000,155410000,795140000,339160000,440100000,686420000,614080000,1056000000,551590000,534710000,682060000,506330000,625150000,638130000,580030000,437630000,605580000,660780000,522680000,520580000,358810000,632710000,544940000,709610000,435940000,427780000,759230000
Protein,EH domain-binding protein 1-like protein 1,>sp|Q8N3D4|EH1L1_HUMAN EH domain-binding protein 1-like protein 1 OS=Homo sapiens GN=EHBP1L1 PE=1 SV=2,EHBP1L1,-0.153723145,93247,122220,,,,,,,,,143890,132210,138800,146340,,131860,79376,126250,144800,,69244,,198720,202080,83118,291810,194600,118260,94725,144750,113090,140810,159470,138450
Protein,Ezrin,>tr|E7EQR4|E7EQR4_HUMAN Ezrin OS=Homo sapiens GN=EZR PE=1 SV=3;>sp|P15311|EZRI_HUMAN Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4,EZR,-0.159376797,324050,351910,,,251800,357570,457030,861200,328560,329950,567820,346370,441140,635020,324050,317930,449720,377430,333070,317460,169470,240420,,242730,201030,133770,147090,262540,517830,297520,229720,90583,103890,336800
Protein,"Solute carrier family 2, facilitated glucose transporter member 3;Solute carrier family 2, facilitated glucose transporter member 14",">sp|P11169|GTR3_HUMAN Solute carrier family 2, facilitated glucose transporter member 3 OS=Homo sapiens GN=SLC2A3 PE=2 SV=1;>sp|Q8TDB8-3|GTR14_HUMAN Isoform 3 of Solute carrier family 2, facilitated glucose transporter member 14 OS=Homo sapiens GN=SLC2A14;",SLC2A3;SLC2A14,-0.170384708,85509,76959,,,89416,88724,63799,91796,,,,,80246,64559,56087,59044,,68211,56881,,51892,,61985,,,50685,45993,61960,,71409,46708,,,74276
Protein,C4b-binding protein alpha chain,>sp|P04003|C4BPA_HUMAN C4b-binding protein alpha chain OS=Homo sapiens GN=C4BPA PE=1 SV=2,C4BPA,-0.171562629,125520,269020,,,147710,157590,394250,,280640,,,237640,120050,83252,140270,90844,176800,158020,44930,245750,253390,258230,72980,84657,173460,,,132100,104580,46066,139100,,,152290
Protein,Glutaredoxin-3,>sp|O76003|GLRX3_HUMAN Glutaredoxin-3 OS=Homo sapiens GN=GLRX3 PE=1 SV=2,GLRX3,-0.185506679,61376,39623,,,35901,38337,32415,74237,40636,,44804,31127,33150,65233,63009,102250,74486,45037,43640,,47206,,53900,55429,43655,43082,61300,53648,90790,160810,120360,44924,78879,117150
Protein,Putative elongation factor 1-alpha-like 3;Elongation factor 1-alpha 1;Elongation factor 1-alpha 2,>sp|Q5VTE0|EF1A3_HUMAN Putative elongation factor 1-alpha-like 3 OS=Homo sapiens GN=EEF1A1P5 PE=5 SV=1;>sp|P68104|EF1A1_HUMAN Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1;>tr|A0A087WVQ9|A0A087WVQ9_HUMAN Elongation factor 1-alpha 1 OS=Hom,EEF1A1P5;EEF1A1;EEF1A2,-0.19107162,478460,635050,121250,,375070,505240,454000,655630,562670,535710,250770,384330,400050,404810,373900,439580,477700,522720,351240,546700,349350,750170,262330,579260,606900,338300,324370,583500,519080,428240,504640,321140,333040,417940
Protein,Hemoglobin subunit beta;LVV-hemorphin-7;Spinorphin,>sp|P68871|HBB_HUMAN Hemoglobin subunit beta OS=Homo sapiens GN=HBB PE=1 SV=2;>tr|F8W6P5|F8W6P5_HUMAN Hemoglobin subunit beta (Fragment) OS=Homo sapiens GN=HBB PE=1 SV=1,HBB,-0.197556853,155420000,524560000,1004700000,459010000,959600000,512410000,461850000,261740000,346790000,1065700000,384050000,524620000,1058500000,832480000,1469600000,498210000,564370000,813220000,558260000,957840000,832010000,770370000,607570000,564340000,650800000,594360000,704980000,502120000,799160000,1142500000,793630000,416260000,883760000,1171300000
Protein,Ubiquitin-like modifier-activating enzyme 1,>sp|P22314-2|UBA1_HUMAN Isoform 2 of Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens GN=UBA1;>sp|P22314|UBA1_HUMAN Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens GN=UBA1 PE=1 SV=3,UBA1,-0.204460833,273610,229970,387120,551120,206700,201260,178960,467800,255140,242270,296380,239930,217100,331180,314310,301610,220780,291830,327290,371490,338580,320070,251250,270640,242080,306400,297760,255520,320780,284560,265640,222860,303070,242160
Protein,Filamin-A,>tr|Q5HY54|Q5HY54_HUMAN Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=1;>sp|P21333-2|FLNA_HUMAN Isoform 2 of Filamin-A OS=Homo sapiens GN=FLNA;>sp|P21333|FLNA_HUMAN Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4;>tr|Q60FE5|Q60FE5_HUMAN Filamin A OS=Homo sapiens G,FLNA,-0.205212298,178590,548810,,,266040,410550,169960,130830,490920,938960,228960,502080,774900,415620,190270,382680,428880,507580,162340,55974,545060,435890,404760,184830,73160,,16113,533180,369480,616080,247690,8610.5,14173,503170
Protein,Rab GDP dissociation inhibitor beta,>sp|P50395|GDIB_HUMAN Rab GDP dissociation inhibitor beta OS=Homo sapiens GN=GDI2 PE=1 SV=2;>sp|P50395-2|GDIB_HUMAN Isoform 2 of Rab GDP dissociation inhibitor beta OS=Homo sapiens GN=GDI2,GDI2,-0.212694622,1108600,875360,266530,392090,503800,648450,751760,871370,807800,917140,1083200,983070,798090,872510,975700,1128300,959050,959510,968920,1111100,999730,1091500,1172700,1177000,993580,1052600,943950,903990,1166700,1103600,1008900,924960,1202600,1161600
Protein,"Plasminogen;Plasmin heavy chain A;Activation peptide;Angiostatin;Plasmin heavy chain A, short form;Plasmin light chain B",>sp|P00747|PLMN_HUMAN Plasminogen OS=Homo sapiens GN=PLG PE=1 SV=2,PLG,-0.213471341,637300,768110,,,1084300,1057700,951880,228840,665400,585770,69727,1298900,383640,251630,357020,207870,485850,358950,147480,255070,785530,678700,475900,301550,363730,16451,38080,772600,132650,101400,206950,53500,55171,250360
Protein,Transforming protein RhoA;Rho-related GTP-binding protein RhoC,>sp|P61586|RHOA_HUMAN Transforming protein RhoA OS=Homo sapiens GN=RHOA PE=1 SV=1;>tr|Q5JR08|Q5JR08_HUMAN Rho-related GTP-binding protein RhoC (Fragment) OS=Homo sapiens GN=RHOC PE=1 SV=5;>sp|P08134|RHOC_HUMAN Rho-related GTP-binding protein RhoC OS=Homo s,RHOA;RHOC,-0.215092182,167400,73053,207310,,96048,92666,118910,,124580,,167040,130740,124620,70245,167780,149680,125310,106800,146180,123470,124310,105210,149160,167390,162230,296900,303250,187430,129640,233430,142760,320200,307150,177030
Protein,Fibrinogen beta chain;Fibrinopeptide B;Fibrinogen beta chain,>sp|P02675|FIBB_HUMAN Fibrinogen beta chain OS=Homo sapiens GN=FGB PE=1 SV=2;>tr|D6REL8|D6REL8_HUMAN Fibrinogen beta chain OS=Homo sapiens GN=FGB PE=1 SV=1,FGB,-0.21518899,1087600,1344700,,,983960,1416300,1394000,597810,1925900,642700,222780,1708500,782080,621060,861090,661090,1307900,1177000,381220,323320,1948500,1421900,1234000,1041400,777860,92709,201140,1969900,562210,565490,1242400,113870,156070,757200
Protein,Apolipoprotein C-I;Truncated apolipoprotein C-I,>tr|K7ERI9|K7ERI9_HUMAN Apolipoprotein C-I (Fragment) OS=Homo sapiens GN=APOC1 PE=1 SV=1;>sp|P02654|APOC1_HUMAN Apolipoprotein C-I OS=Homo sapiens GN=APOC1 PE=1 SV=1;>tr|K7EJI9|K7EJI9_HUMAN Apolipoprotein C-I OS=Homo sapiens GN=APOC1 PE=1 SV=1;>tr|K7ELM9|K,APOC1,-0.218938358,150460,355270,,,178940,870650,855950,,,,31054,385200,328960,80310,151700,81823,130080,91276,,,341770,428280,241300,112870,422070,34801,42067,500280,215870,95960,226720,,58826,310630
Protein,Glucose-6-phosphate 1-dehydrogenase,>sp|P11413|G6PD_HUMAN Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens GN=G6PD PE=1 SV=4;>sp|P11413-3|G6PD_HUMAN Isoform 3 of Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens GN=G6PD;>sp|P11413-2|G6PD_HUMAN Isoform Long of Glucose-6-phosphate 1-dehyd,G6PD,-0.259576938,132340,72628,,121650,151800,299220,74111,258210,91164,87424,100430,94272,119440,157000,96233,125930,83343,163520,123500,86828,192390,96225,150190,111000,105340,218040,175650,109260,90692,170390,149950,146680,147850,121120
Protein,"Hydroxyacylglutathione hydrolase, mitochondrial",">tr|H3BPK3|H3BPK3_HUMAN Hydroxyacylglutathione hydrolase, mitochondrial (Fragment) OS=Homo sapiens GN=HAGH PE=1 SV=1;>sp|Q16775-2|GLO2_HUMAN Isoform 2 of Hydroxyacylglutathione hydrolase, mitochondrial OS=Homo sapiens GN=HAGH;>sp|Q16775|GLO2_HUMAN Hydroxya",HAGH,-0.260099786,593660,440730,,,459390,326680,385150,499190,515650,305480,802230,532660,678040,690770,669820,678710,609660,583350,731310,,480830,,642460,503460,722430,564080,388270,533050,435700,552660,658690,445420,464780,595140
Protein,Serine/threonine-protein phosphatase 2A activator,>tr|A6PVN5|A6PVN5_HUMAN Serine/threonine-protein phosphatase 2A activator OS=Homo sapiens GN=PPP2R4 PE=1 SV=1;>sp|Q15257-3|PTPA_HUMAN Isoform 3 of Serine/threonine-protein phosphatase 2A activator OS=Homo sapiens GN=PPP2R4;>sp|Q15257-2|PTPA_HUMAN Isoform 1,PPP2R4;DKFZp781M17165,-0.269249821,152280,129640,,,87590,135880,194500,95288,110380,366390,134020,171370,172870,264790,217760,160440,153940,142820,268740,,244470,221390,197210,235960,217130,180380,204260,160750,162010,311930,201540,141170,225420,259610
Protein,Retinal dehydrogenase 1,>sp|P00352|AL1A1_HUMAN Retinal dehydrogenase 1 OS=Homo sapiens GN=ALDH1A1 PE=1 SV=2,ALDH1A1,-0.276856687,326730,271510,481700,431540,263350,361550,207070,453570,137790,842550,335160,250520,470560,835240,681300,586700,336250,467030,376470,248450,493210,414940,781770,445280,373340,535530,516810,346640,385450,834260,568280,399720,741420,597950
Protein,Erythrocyte membrane protein band 4.2,>sp|P16452-2|EPB42_HUMAN Isoform Long of Erythrocyte membrane protein band 4.2 OS=Homo sapiens GN=EPB42;>sp|P16452-3|EPB42_HUMAN Isoform 3 of Erythrocyte membrane protein band 4.2 OS=Homo sapiens GN=EPB42;>sp|P16452|EPB42_HUMAN Erythrocyte membrane protein,EPB42,-0.285376938,20118000,20049000,17078000,15678000,28213000,19587000,30492000,21974000,21833000,17916000,30043000,20328000,24186000,16930000,15275000,14161000,19969000,25602000,26345000,38041000,18424000,28580000,23922000,26457000,32464000,25196000,28984000,26333000,26500000,25437000,22845000,35097000,29232000,40629000
Protein,78 kDa glucose-regulated protein,>sp|P11021|GRP78_HUMAN 78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2,HSPA5,-0.286540596,86711,84385,,,122770,103820,62845,86851,173590,87162,74280,63094,59139,63677,59113,79861,67509,68853,57640,28597,95507,69087,75099,100810,70161,71511,87714,85223,98827,44800,100940,91805,61943,80731
Protein,Alpha-2-macroglobulin,>sp|P01023|A2MG_HUMAN Alpha-2-macroglobulin OS=Homo sapiens GN=A2M PE=1 SV=3,A2M,-0.29687718,980230,1504600,,,1502500,2230900,2210300,860540,1066600,1254700,242920,4693700,721230,838770,1722500,1196400,1829700,1682600,390200,927790,2082500,1393000,958240,568320,1162700,64252,127840,1992100,769420,554410,914070,24631,178290,627770
Protein,Protein-L-isoaspartate O-methyltransferase;Protein-L-isoaspartate(D-aspartate) O-methyltransferase,>tr|F6S8N6|F6S8N6_HUMAN Protein-L-isoaspartate O-methyltransferase OS=Homo sapiens GN=PCMT1 PE=1 SV=1;>tr|A0A0A0MRJ6|A0A0A0MRJ6_HUMAN Protein-L-isoaspartate O-methyltransferase OS=Homo sapiens GN=PCMT1 PE=1 SV=1;>tr|H7BY58|H7BY58_HUMAN Protein-L-isoasparta,PCMT1,-0.301882586,696290,489130,265830,236590,360100,334680,404450,981360,358830,440810,755050,636030,541750,605620,770490,848030,769290,581600,747780,1956400,847740,722230,707590,538270,643430,571610,747770,522270,720800,1176700,800120,536630,1088200,440320
Protein,Charged multivesicular body protein 4a,>sp|Q9BY43|CHM4A_HUMAN Charged multivesicular body protein 4a OS=Homo sapiens GN=CHMP4A PE=1 SV=3;>sp|Q9BY43-2|CHM4A_HUMAN Isoform 2 of Charged multivesicular body protein 4a OS=Homo sapiens GN=CHMP4A;>tr|E9PQI5|E9PQI5_HUMAN Charged multivesicular body pro,CHMP4A,-0.318212925,51142,61958,,,58198,88059,48551,55515,102500,,40786,54745,53720,39143,53209,89196,48010,42400,69442,,55391,51533,32364,69664,54875,59743,54373,58110,,72413,80780,36436,64107,64808
Protein,Tripeptidyl-peptidase 2,>tr|Q5VZU9|Q5VZU9_HUMAN Tripeptidyl-peptidase 2 OS=Homo sapiens GN=TPP2 PE=1 SV=1;>sp|P29144|TPP2_HUMAN Tripeptidyl-peptidase 2 OS=Homo sapiens GN=TPP2 PE=1 SV=4,TPP2,-0.35583087,289700,242090,273150,532230,233580,204390,190720,258310,253270,144450,220610,265940,206860,275300,230150,281940,234160,188450,262400,172870,226960,176300,275930,250180,209800,576660,456100,275970,212890,300850,291650,430170,450280,245880
Protein,Syntaxin-binding protein 3,>sp|O00186|STXB3_HUMAN Syntaxin-binding protein 3 OS=Homo sapiens GN=STXBP3 PE=1 SV=2,STXBP3,-0.39053201,73881,54026,,,106330,85961,75913,84535,88541,75087,80995,70422,71457,53096,37016,42147,48969,62681,74006,94595,35079,64032,55454,50269,68382,47253,50584,67812,41682,62857,52906,54921,42633,64807
Protein,Protein phosphatase 1A,>sp|P35813|PPM1A_HUMAN Protein phosphatase 1A OS=Homo sapiens GN=PPM1A PE=1 SV=1;>sp|P35813-3|PPM1A_HUMAN Isoform 3 of Protein phosphatase 1A OS=Homo sapiens GN=PPM1A;>sp|P35813-2|PPM1A_HUMAN Isoform Alpha-2 of Protein phosphatase 1A OS=Homo sapiens GN=PPM,PPM1A,-0.39710887,63893,53523,,,67120,81295,57328,86245,,,47886,,54245,74523,62802,68219,58634,52518,91017,,74518,56292,68949,80812,66797,88414,101110,52234,52042,72376,104040,69570,85942,67708
Protein,Ubiquitin-associated domain-containing protein 1,>sp|Q9BSL1|UBAC1_HUMAN Ubiquitin-associated domain-containing protein 1 OS=Homo sapiens GN=UBAC1 PE=1 SV=1,UBAC1,-0.423091208,177730,117100,171000,238270,97738,101550,98093,275330,93911,180930,171050,161620,113630,196770,188280,219890,170360,206150,224260,171910,221530,158810,180100,132410,166700,179810,197560,159970,129890,196280,156690,165490,246550,189070
Protein,Proteasome subunit beta type-6,>sp|P28072|PSB6_HUMAN Proteasome subunit beta type-6 OS=Homo sapiens GN=PSMB6 PE=1 SV=4,PSMB6,-0.450740516,533650,301140,442700,664040,289750,299460,287420,546710,551870,180080,438220,377690,505370,458710,362220,546320,324220,276230,464480,,413420,453760,333250,444930,334460,523790,618240,425360,340520,390220,414970,658430,626500,278740
Protein,Long-chain-fatty-acid--CoA ligase 6,>sp|Q9UKU0-3|ACSL6_HUMAN Isoform 3 of Long-chain-fatty-acid--CoA ligase 6 OS=Homo sapiens GN=ACSL6;>sp|Q9UKU0-8|ACSL6_HUMAN Isoform 8 of Long-chain-fatty-acid--CoA ligase 6 OS=Homo sapiens GN=ACSL6;>tr|E7ERD7|E7ERD7_HUMAN Long-chain-fatty-acid--CoA ligase ,ACSL6,-0.462355703,66611,46540,,,64863,45272,57459,42025,65538,,76025,49002,56348,41095,49959,52035,52768,47884,66758,,58815,,62494,60127,61107,57062,56285,60158,62331,49891,48577,57897,41636,59270
Protein,26S protease regulatory subunit 10B,>tr|A0A087X2I1|A0A087X2I1_HUMAN 26S protease regulatory subunit 10B OS=Homo sapiens GN=PSMC6 PE=1 SV=1;>sp|P62333|PRS10_HUMAN 26S protease regulatory subunit 10B OS=Homo sapiens GN=PSMC6 PE=1 SV=1;>tr|H0YJC0|H0YJC0_HUMAN 26S protease regulatory subunit 10B,PSMC6,-0.480614594,205550,128000,245680,384550,115910,203710,163910,295590,281510,264950,240510,214930,198540,300460,187060,267130,298900,290350,293830,,269310,146840,233300,252630,192520,504930,504960,264900,303140,240800,305120,517990,422390,238000
Protein,Proteasome subunit alpha type-2,>sp|P25787|PSA2_HUMAN Proteasome subunit alpha type-2 OS=Homo sapiens GN=PSMA2 PE=1 SV=2,PSMA2,-0.482176074,79611,39538,121290,,41080,,,62940,39395,,104280,96205,138630,177540,105380,83820,84781,96121,108560,,103520,34218,189290,111640,127490,367390,249010,223220,82906,169860,112360,414320,346770,181550
Protein,Ig mu chain C region,>tr|A0A087X2C0|A0A087X2C0_HUMAN Ig mu chain C region OS=Homo sapiens GN=IGHM PE=1 SV=1;>tr|A0A075B6N9|A0A075B6N9_HUMAN Ig mu chain C region (Fragment) OS=Homo sapiens GN=IGHM PE=1 SV=2;>tr|A0A087WYJ9|A0A087WYJ9_HUMAN Ig mu chain C region OS=Homo sapiens GN,IGHM,-0.487254322,964850,5563800,137450,,3890400,4848700,3236300,,3161100,1658500,523210,4557800,1482700,1354900,1340300,658110,2731100,1805800,890630,3396000,1385200,2834800,1895500,919680,3874000,181590,254910,2362400,775150,668980,1310800,196730,255630,1652800
